id,year,status
1330,2024,Employed
1331,2024,Employed
1332,2024,Employed
1333,2024,Employed
1334,2024,Unemployed
1335,2024,Employed
1336,2024,Employed
1337,2024,Not in labor force
1338,2024,Employed
1339,2024,Employed
1340,2024,Not in labor force
1341,2024,Employed
1342,2024,Employed
1343,2024,Unemployed
1344,2024,Employed
1345,2024,Unemployed
1346,2024,Not in labor force
1347,2024,Not in labor force
1348,2024,Employed
1349,2024,Employed
1350,2024,Unemployed
1351,2024,Employed
1352,2024,Employed
1353,2024,Employed
1354,2024,Employed
1355,2024,Employed
1356,2024,Unemployed
1357,2024,Not in labor force
1358,2024,Employed
1359,2024,Not in labor force
1360,2024,Employed
1361,2024,Employed
1362,2024,Unemployed
1363,2024,Not in labor force
1364,2024,Employed
1365,2024,Employed
1366,2024,Not in labor force
1367,2024,Employed
1368,2024,Unemployed
1369,2024,Not in labor force
1370,2024,Not in labor force
1371,2024,Employed
1372,2024,Unemployed
1373,2024,Not in labor force
1374,2024,Unemployed
1375,2024,Unemployed
1376,2024,Not in labor force
1377,2024,Not in labor force
1378,2024,Not in labor force
1379,2024,Employed
1380,2024,Employed
1381,2024,Employed
1382,2024,Employed
1383,2024,Unemployed
1384,2024,Employed
1385,2024,Employed
1386,2024,Employed
1387,2024,Not in labor force
1388,2024,Not in labor force
1389,2024,Employed
1390,2024,Employed
1391,2024,Employed
1392,2024,Not in labor force
1393,2024,Employed
1394,2024,Unemployed
1395,2024,Employed
1396,2024,Employed
1397,2024,Employed
1398,2024,Not in labor force
1399,2024,Employed
1400,2024,Employed
1401,2024,Unemployed
1402,2024,Employed
1403,2024,Employed
1404,2024,Unemployed
1405,2024,Employed
1406,2024,Employed
1407,2024,Employed
1408,2024,Not in labor force
1409,2024,Employed
1410,2024,Employed
1411,2024,Employed
1412,2024,Not in labor force
1413,2024,Not in labor force
1414,2024,Employed
1415,2024,Employed
1416,2024,Employed
1417,2024,Not in labor force
1418,2024,Employed
1419,2024,Employed
1420,2024,Unemployed
1421,2024,Unemployed
1422,2024,Employed
1423,2024,Employed
1424,2024,Employed
1425,2024,Employed
1426,2024,Not in labor force
1427,2024,Employed
1428,2024,Not in labor force
1429,2024,Not in labor force
1430,2024,Unemployed
1431,2024,Unemployed
1432,2024,Unemployed
1433,2024,Employed
1434,2024,Employed
1435,2024,Employed
1436,2024,Not in labor force
1437,2024,Employed
1438,2024,Not in labor force
1439,2024,Employed
1440,2024,Employed
1441,2024,Not in labor force
1442,2024,Not in labor force
1443,2024,Employed
1444,2024,Employed
1445,2024,Employed
1446,2024,Not in labor force
1447,2024,Employed
1448,2024,Employed
1449,2024,Employed
1450,2024,Unemployed
1451,2024,Employed
1452,2024,Employed
1453,2024,Not in labor force
1454,2024,Employed
1455,2024,Employed
1456,2024,Employed
1457,2024,Employed
1458,2024,Employed
1459,2024,Employed
1460,2024,Not in labor force
1461,2024,Employed
1462,2024,Employed
1463,2024,Employed
1464,2024,Employed
1465,2024,Unemployed
1466,2024,Employed
1467,2024,Unemployed
1468,2024,Not in labor force
1469,2024,Unemployed
1470,2024,Employed
1471,2024,Employed
1472,2024,Employed
1473,2024,Employed
1474,2024,Employed
1475,2024,Employed
1476,2024,Unemployed
1477,2024,Employed
1478,2024,Not in labor force
1479,2024,Employed
1480,2024,Employed
1481,2024,Unemployed
1482,2024,Not in labor force
1483,2024,Not in labor force
1484,2024,Not in labor force
1485,2024,Unemployed
1486,2024,Employed
1487,2024,Unemployed
1488,2024,Employed
1489,2024,Employed
1490,2024,Employed
1491,2024,Employed
1492,2024,Employed
1493,2024,Employed
1494,2024,Unemployed
1495,2024,Not in labor force
1496,2024,Unemployed
1497,2024,Employed
1498,2024,Unemployed
1499,2024,Employed
1500,2024,Employed
1501,2024,Employed
1502,2024,Unemployed
1503,2024,Not in labor force
1504,2024,Not in labor force
1505,2024,Employed
1506,2024,Not in labor force
1507,2024,Not in labor force
1508,2024,Not in labor force
1509,2024,Unemployed
1510,2024,Not in labor force
1511,2024,Employed
1512,2024,Employed
1513,2024,Employed
1514,2024,Not in labor force
1515,2024,Unemployed
1516,2024,Not in labor force
1517,2024,Employed
1518,2024,Unemployed
1519,2024,Employed
1520,2024,Not in labor force
1521,2024,Employed
1522,2024,Employed
1523,2024,Not in labor force
1524,2024,Employed
1525,2024,Not in labor force
1526,2024,Not in labor force
1527,2024,Employed
1528,2024,Unemployed
1529,2024,Employed
1530,2024,Not in labor force
1531,2024,Employed
1532,2024,Not in labor force
1533,2024,Not in labor force
1534,2024,Employed
1535,2024,Unemployed
1536,2024,Employed
1537,2024,Unemployed
1538,2024,Unemployed
1539,2024,Employed
1540,2024,Employed
1541,2024,Employed
1542,2024,Unemployed
1543,2024,Not in labor force
1544,2024,Employed
1545,2024,Employed
1546,2024,Employed
1547,2024,Unemployed
1548,2024,Employed
1549,2024,Employed
1550,2024,Employed
1551,2024,Employed
1552,2024,Employed
1553,2024,Employed
1554,2024,Employed
1555,2024,Not in labor force
1556,2024,Employed
1557,2024,Employed
1558,2024,Employed
1559,2024,Employed
1560,2024,Not in labor force
1561,2024,Employed
1562,2024,Employed
1563,2024,Unemployed
1564,2024,Unemployed
1565,2024,Employed
1566,2024,Employed
1567,2024,Unemployed
1568,2024,Employed
1569,2024,Employed
1570,2024,Unemployed
1571,2024,Employed
1572,2024,Employed
1573,2024,Employed
1574,2024,Unemployed
1575,2024,Unemployed
1576,2024,Unemployed
1577,2024,Not in labor force
1578,2024,Employed
1579,2024,Employed
1580,2024,Not in labor force
1581,2024,Employed
1582,2024,Unemployed
1583,2024,Unemployed
1584,2024,Not in labor force
1585,2024,Employed
1586,2024,Employed
1587,2024,Employed
1588,2024,Employed
1589,2024,Employed
1590,2024,Not in labor force
1591,2024,Not in labor force
1592,2024,Employed
1593,2024,Employed
1594,2024,Unemployed
1595,2024,Not in labor force
1596,2024,Employed
1597,2024,Not in labor force
1598,2024,Unemployed
1599,2024,Not in labor force
1600,2024,Not in labor force
1601,2024,Not in labor force
1602,2024,Employed
1603,2024,Employed
1604,2024,Employed
1605,2024,Employed
1606,2024,Employed
1607,2024,Employed
1608,2024,Unemployed
1609,2024,Not in labor force
1610,2024,Not in labor force
1611,2024,Employed
1612,2024,Not in labor force
1613,2024,Employed
1614,2024,Not in labor force
1615,2024,Not in labor force
1616,2024,Not in labor force
1617,2024,Employed
1618,2024,Employed
1619,2024,Not in labor force
1620,2024,Employed
1621,2024,Not in labor force
1622,2024,Not in labor force
1623,2024,Employed
1624,2024,Employed
1625,2024,Employed
1626,2024,Employed
1627,2024,Employed
1628,2024,Not in labor force
1629,2024,Not in labor force
1630,2024,Not in labor force
1631,2024,Employed
1632,2024,Employed
1633,2024,Employed
1634,2024,Not in labor force
1635,2024,Unemployed
1636,2024,Employed
1637,2024,Not in labor force
1638,2024,Employed
1639,2024,Employed
1640,2024,Employed
1641,2024,Not in labor force
1642,2024,Employed
1643,2024,Not in labor force
1644,2024,Employed
1645,2024,Not in labor force
1646,2024,Not in labor force
1647,2024,Employed
1648,2024,Employed
1649,2024,Employed
1650,2024,Employed
1651,2024,Not in labor force
1652,2024,Not in labor force
1653,2024,Employed
1654,2024,Employed
1655,2024,Employed
1656,2024,Employed
1657,2024,Employed
1658,2024,Employed
1659,2024,Not in labor force
1660,2024,Unemployed
1661,2024,Unemployed
1662,2024,Employed
1663,2024,Not in labor force
1664,2024,Employed
1665,2024,Employed
1666,2024,Employed
1667,2024,Employed
1668,2024,Employed
1669,2024,Unemployed
1670,2024,Employed
1671,2024,Employed
1672,2024,Employed
1673,2024,Employed
1674,2024,Employed
1675,2024,Employed
1676,2024,Unemployed
1677,2024,Employed
1678,2024,Employed
1679,2024,Employed
1680,2024,Unemployed
1681,2024,Employed
1682,2024,Unemployed
1683,2024,Employed
1684,2024,Employed
1685,2024,Not in labor force
1686,2024,Not in labor force
1687,2024,Employed
1688,2024,Employed
1689,2024,Not in labor force
1690,2024,Employed
1691,2024,Not in labor force
1692,2024,Employed
1693,2024,Unemployed
1694,2024,Employed
1695,2024,Employed
1696,2024,Employed
1697,2024,Employed
1698,2024,Employed
1699,2024,Employed
1700,2024,Employed
1701,2024,Unemployed
1702,2024,Employed
1703,2024,Employed
1704,2024,Employed
1705,2024,Employed
1706,2024,Employed
1707,2024,Employed
1708,2024,Employed
1709,2024,Unemployed
1710,2024,Not in labor force
1711,2024,Employed
1712,2024,Unemployed
1713,2024,Employed
1714,2024,Employed
1715,2024,Unemployed
1716,2024,Employed
1717,2024,Unemployed
1718,2024,Employed
1719,2024,Employed
1720,2024,Employed
1721,2024,Not in labor force
1722,2024,Not in labor force
1723,2024,Employed
1724,2024,Employed
1725,2024,Employed
1726,2024,Employed
1727,2024,Unemployed
1728,2024,Employed
1729,2024,Employed
1730,2024,Employed
1731,2024,Employed
1732,2024,Employed
1733,2024,Unemployed
1734,2024,Unemployed
1735,2024,Employed
1736,2024,Employed
1737,2024,Employed
1738,2024,Employed
1739,2024,Employed
1740,2024,Employed
1741,2024,Unemployed
1742,2024,Employed
1743,2024,Employed
1744,2024,Not in labor force
1745,2024,Not in labor force
1746,2024,Not in labor force
1747,2024,Employed
1748,2024,Not in labor force
1749,2024,Employed
1750,2024,Employed
1751,2024,Not in labor force
1752,2024,Unemployed
1753,2024,Not in labor force
1754,2024,Employed
1755,2024,Not in labor force
1756,2024,Employed
1757,2024,Employed
1758,2024,Employed
1759,2024,Not in labor force
1760,2024,Not in labor force
1761,2024,Not in labor force
1762,2024,Employed
1763,2024,Not in labor force
1764,2024,Not in labor force
1765,2024,Unemployed
1766,2024,Employed
1767,2024,Employed
1768,2024,Employed
1769,2024,Employed
1770,2024,Not in labor force
1771,2024,Unemployed
1772,2024,Not in labor force
1773,2024,Employed
1774,2024,Unemployed
1775,2024,Not in labor force
1776,2024,Employed
1777,2024,Employed
1778,2024,Not in labor force
1779,2024,Employed
1780,2024,Not in labor force
1781,2024,Employed
1782,2024,Employed
1783,2024,Employed
1784,2024,Unemployed
1785,2024,Employed
1786,2024,Employed
1787,2024,Employed
1788,2024,Employed
1789,2024,Employed
1790,2024,Unemployed
1791,2024,Employed
1792,2024,Employed
1793,2024,Not in labor force
1794,2024,Employed
1795,2024,Employed
1796,2024,Not in labor force
1797,2024,Not in labor force
1798,2024,Employed
1799,2024,Not in labor force
1800,2024,Employed
1801,2024,Employed
1802,2024,Employed
1803,2024,Unemployed
1804,2024,Unemployed
1805,2024,Not in labor force
1806,2024,Unemployed
1807,2024,Unemployed
1808,2024,Not in labor force
1809,2024,Not in labor force
1810,2024,Unemployed
1811,2024,Unemployed
1812,2024,Employed
1813,2024,Employed
1814,2024,Employed
1815,2024,Not in labor force
1816,2024,Not in labor force
1817,2024,Employed
1818,2024,Employed
1819,2024,Unemployed
1820,2024,Not in labor force
1821,2024,Employed
1822,2024,Not in labor force
1823,2024,Employed
1824,2024,Not in labor force
1825,2024,Employed
1826,2024,Unemployed
1827,2024,Employed
1828,2024,Unemployed
1829,2024,Unemployed
1830,2024,Employed
1831,2024,Unemployed
1832,2024,Employed
1833,2024,Not in labor force
1834,2024,Employed
1835,2024,Employed
1836,2024,Employed
1837,2024,Employed
1838,2024,Employed
1839,2024,Not in labor force
1840,2024,Unemployed
1841,2024,Not in labor force
1842,2024,Employed
1843,2024,Employed
1844,2024,Employed
1845,2024,Employed
1846,2024,Employed
1847,2024,Not in labor force
1848,2024,Employed
1849,2024,Unemployed
1850,2024,Unemployed
1851,2024,Employed
1852,2024,Employed
1853,2024,Not in labor force
1854,2024,Employed
1855,2024,Employed
1856,2024,Not in labor force
1857,2024,Employed
1858,2024,Employed
1859,2024,Employed
1860,2024,Employed
1861,2024,Unemployed
1862,2024,Not in labor force
1863,2024,Employed
1864,2024,Not in labor force
1865,2024,Employed
1866,2024,Employed
1867,2024,Employed
1868,2024,Unemployed
1869,2024,Employed
1870,2024,Employed
1871,2024,Employed
1872,2024,Unemployed
1873,2024,Employed
1874,2024,Employed
1875,2024,Not in labor force
1876,2024,Unemployed
1877,2024,Employed
1878,2024,Unemployed
1879,2024,Employed
1880,2024,Not in labor force
1881,2024,Employed
1882,2024,Unemployed
1883,2024,Unemployed
1884,2024,Employed
1885,2024,Not in labor force
1886,2024,Not in labor force
1887,2024,Not in labor force
1888,2024,Employed
1889,2024,Employed
1890,2024,Not in labor force
1891,2024,Not in labor force
1892,2024,Unemployed
1893,2024,Employed
1894,2024,Employed
1895,2024,Not in labor force
1896,2024,Employed
1897,2024,Not in labor force
1898,2024,Employed
1899,2024,Employed
1900,2024,Employed
1901,2024,Employed
1902,2024,Unemployed
1903,2024,Employed
1904,2024,Employed
1905,2024,Employed
1906,2024,Not in labor force
1907,2024,Employed
1908,2024,Unemployed
1909,2024,Employed
1910,2024,Not in labor force
1911,2024,Employed
1912,2024,Not in labor force
1913,2024,Not in labor force
1914,2024,Employed
1915,2024,Employed
1916,2024,Unemployed
1917,2024,Employed
1918,2024,Unemployed
1919,2024,Not in labor force
1920,2024,Not in labor force
1921,2024,Employed
1922,2024,Not in labor force
1923,2024,Not in labor force
1924,2024,Not in labor force
1925,2024,Not in labor force
1926,2024,Employed
1927,2024,Employed
1928,2024,Unemployed
1929,2024,Not in labor force
1930,2024,Employed
1931,2024,Employed
1932,2024,Employed
1933,2024,Employed
1934,2024,Unemployed
1935,2024,Not in labor force
1936,2024,Employed
1937,2024,Unemployed
1938,2024,Not in labor force
1939,2024,Not in labor force
1940,2024,Not in labor force
1941,2024,Employed
1942,2024,Employed
1943,2024,Employed
1944,2024,Employed
1945,2024,Not in labor force
1946,2024,Unemployed
1947,2024,Employed
1948,2024,Employed
1949,2024,Employed
1950,2024,Not in labor force
1951,2024,Not in labor force
1952,2024,Employed
1953,2024,Employed
1954,2024,Employed
1955,2024,Employed
1956,2024,Unemployed
1957,2024,Employed
1958,2024,Employed
1959,2024,Employed
1960,2024,Not in labor force
1961,2024,Employed
1962,2024,Employed
1963,2024,Employed
1964,2024,Employed
1965,2024,Not in labor force
1966,2024,Employed
1967,2024,Not in labor force
1968,2024,Not in labor force
1969,2024,Unemployed
1970,2024,Not in labor force
1971,2024,Employed
1972,2024,Employed
1973,2024,Unemployed
1974,2024,Employed
1975,2024,Employed
1976,2024,Employed
1977,2024,Not in labor force
1978,2024,Employed
1979,2024,Not in labor force
1980,2024,Unemployed
1981,2024,Employed
1982,2024,Employed
1983,2024,Employed
1984,2024,Employed
1985,2024,Employed
1986,2024,Not in labor force
1987,2024,Employed
1988,2024,Employed
1989,2024,Not in labor force
1990,2024,Not in labor force
1991,2024,Employed
1992,2024,Not in labor force
1993,2024,Not in labor force
1994,2024,Unemployed
1995,2024,Not in labor force
1996,2024,Unemployed
1997,2024,Employed
1998,2024,Employed
1999,2024,Employed
2000,2024,Not in labor force
2001,2024,Employed
2002,2024,Not in labor force
2003,2024,Not in labor force
2004,2024,Employed
2005,2024,Employed
2006,2024,Employed
2007,2024,Employed
2008,2024,Not in labor force
2009,2024,Not in labor force
2010,2024,Employed
2011,2024,Not in labor force
2012,2024,Unemployed
2013,2024,Employed
2014,2024,Employed
2015,2024,Employed
2016,2024,Unemployed
2017,2024,Employed
2018,2024,Employed
2019,2024,Employed
2020,2024,Unemployed
2021,2024,Unemployed
2022,2024,Not in labor force
2023,2024,Employed
2024,2024,Not in labor force
2025,2024,Unemployed
2026,2024,Employed
2027,2024,Unemployed
2028,2024,Employed
2029,2024,Not in labor force
2030,2024,Unemployed
2031,2024,Employed
2032,2024,Employed
2033,2024,Not in labor force
2034,2024,Employed
2035,2024,Not in labor force
2036,2024,Not in labor force
2037,2024,Employed
2038,2024,Not in labor force
2039,2024,Employed
2040,2024,Employed
2041,2024,Not in labor force
2042,2024,Employed
2043,2024,Unemployed
2044,2024,Unemployed
2045,2024,Employed
2046,2024,Employed
2047,2024,Not in labor force
2048,2024,Employed
2049,2024,Not in labor force
2050,2024,Not in labor force
2051,2024,Not in labor force
2052,2024,Employed
2053,2024,Employed
2054,2024,Employed
2055,2024,Not in labor force
2056,2024,Employed
2057,2024,Unemployed
2058,2024,Employed
2059,2024,Unemployed
2060,2024,Employed
2061,2024,Employed
2062,2024,Employed
2063,2024,Unemployed
2064,2024,Not in labor force
2065,2024,Not in labor force
2066,2024,Not in labor force
2067,2024,Unemployed
2068,2024,Unemployed
2069,2024,Employed
2070,2024,Employed
2071,2024,Unemployed
2072,2024,Employed
2073,2024,Not in labor force
2074,2024,Not in labor force
2075,2024,Employed
2076,2024,Unemployed
2077,2024,Employed
2078,2024,Employed
2079,2024,Employed
2080,2024,Unemployed
2081,2024,Not in labor force
2082,2024,Employed
2083,2024,Not in labor force
2084,2024,Not in labor force
2085,2024,Employed
2086,2024,Employed
2087,2024,Employed
2088,2024,Employed
2089,2024,Employed
2090,2024,Not in labor force
2091,2024,Unemployed
2092,2024,Employed
2093,2024,Employed
2094,2024,Unemployed
2095,2024,Employed
2096,2024,Employed
2097,2024,Not in labor force
2098,2024,Unemployed
2099,2024,Employed
2100,2024,Not in labor force
2101,2024,Not in labor force
2102,2024,Employed
2103,2024,Employed
2104,2024,Unemployed
2105,2024,Employed
2106,2024,Unemployed
2107,2024,Employed
2108,2024,Employed
2109,2024,Employed
2110,2024,Employed
2111,2024,Employed
2112,2024,Employed
2113,2024,Not in labor force
2114,2024,Employed
2115,2024,Employed
2116,2024,Employed
2117,2024,Employed
2118,2024,Employed
2119,2024,Employed
2120,2024,Not in labor force
2121,2024,Not in labor force
2122,2024,Employed
2123,2024,Employed
2124,2024,Employed
2125,2024,Not in labor force
2126,2024,Employed
2127,2024,Not in labor force
2128,2024,Employed
2129,2024,Unemployed
2130,2024,Unemployed
2131,2024,Employed
2132,2024,Employed
2133,2024,Employed
2134,2024,Employed
2135,2024,Employed
2136,2024,Employed
2137,2024,Not in labor force
2138,2024,Employed
2139,2024,Not in labor force
2140,2024,Employed
2141,2024,Employed
2142,2024,Unemployed
2143,2024,Unemployed
2144,2024,Not in labor force
2145,2024,Employed
2146,2024,Employed
2147,2024,Employed
2148,2024,Employed
2149,2024,Employed
2150,2024,Unemployed
2151,2024,Employed
2152,2024,Not in labor force
2153,2024,Not in labor force
2154,2024,Employed
2155,2024,Employed
2156,2024,Employed
2157,2024,Employed
2158,2024,Employed
2159,2024,Not in labor force
2160,2024,Not in labor force
2161,2024,Unemployed
2162,2024,Not in labor force
2163,2024,Employed
2164,2024,Employed
2165,2024,Employed
2166,2024,Employed
2167,2024,Employed
2168,2024,Not in labor force
2169,2024,Not in labor force
2170,2024,Unemployed
2171,2024,Employed
2172,2024,Employed
2173,2024,Unemployed
2174,2024,Not in labor force
2175,2024,Employed
2176,2024,Not in labor force
2177,2024,Employed
2178,2024,Unemployed
2179,2024,Employed
2180,2024,Not in labor force
2181,2024,Unemployed
2182,2024,Employed
2183,2024,Employed
2184,2024,Unemployed
2185,2024,Unemployed
2186,2024,Employed
2187,2024,Not in labor force
2188,2024,Unemployed
2189,2024,Employed
2190,2024,Employed
2191,2024,Unemployed
2192,2024,Employed
2193,2024,Employed
2194,2024,Employed
2195,2024,Unemployed
2196,2024,Not in labor force
2197,2024,Employed
2198,2024,Not in labor force
2199,2024,Employed
2200,2024,Not in labor force
2201,2024,Employed
2202,2024,Employed
2203,2024,Not in labor force
2204,2024,Unemployed
2205,2024,Employed
2206,2024,Employed
2207,2024,Employed
2208,2024,Unemployed
2209,2024,Unemployed
2210,2024,Not in labor force
2211,2024,Unemployed
2212,2024,Unemployed
2213,2024,Employed
2214,2024,Not in labor force
2215,2024,Employed
2216,2024,Unemployed
2217,2024,Employed
2218,2024,Not in labor force
2219,2024,Employed
2220,2024,Unemployed
2221,2024,Not in labor force
2222,2024,Unemployed
2223,2024,Employed
2224,2024,Not in labor force
2225,2024,Unemployed
2226,2024,Unemployed
2227,2024,Not in labor force
2228,2024,Not in labor force
2229,2024,Unemployed
2230,2024,Unemployed
2231,2024,Employed
2232,2024,Employed
2233,2024,Unemployed
2234,2024,Not in labor force
2235,2024,Employed
2236,2024,Employed
2237,2024,Employed
2238,2024,Employed
2239,2024,Employed
2240,2024,Employed
2241,2024,Employed
2242,2024,Unemployed
2243,2024,Employed
2244,2024,Employed
2245,2024,Employed
2246,2024,Not in labor force
2247,2024,Employed
2248,2024,Not in labor force
2249,2024,Employed
2250,2024,Employed
2251,2024,Not in labor force
2252,2024,Employed
2253,2024,Employed
2254,2024,Employed
2255,2024,Unemployed
2256,2024,Not in labor force
2257,2024,Unemployed
2258,2024,Employed
2259,2024,Employed
2260,2024,Unemployed
2261,2024,Unemployed
2262,2024,Employed
2263,2024,Not in labor force
2264,2024,Not in labor force
2265,2024,Not in labor force
2266,2024,Not in labor force
2267,2024,Employed
2268,2024,Employed
2269,2024,Employed
2270,2024,Employed
2271,2024,Employed
2272,2024,Employed
2273,2024,Not in labor force
2274,2024,Unemployed
2275,2024,Not in labor force
2276,2024,Not in labor force
2277,2024,Employed
2278,2024,Not in labor force
2279,2024,Employed
2280,2024,Employed
2281,2024,Unemployed
2282,2024,Employed
2283,2024,Employed
2284,2024,Employed
2285,2024,Employed
2286,2024,Employed
2287,2024,Not in labor force
2288,2024,Employed
2289,2024,Employed
2290,2024,Employed
2291,2024,Not in labor force
2292,2024,Not in labor force
2293,2024,Employed
2294,2024,Not in labor force
2295,2024,Employed
2296,2024,Employed
2297,2024,Unemployed
2298,2024,Not in labor force
2299,2024,Not in labor force
2300,2024,Employed
2301,2024,Employed
2302,2024,Not in labor force
2303,2024,Not in labor force
2304,2024,Employed
2305,2024,Employed
2306,2024,Employed
2307,2024,Employed
2308,2024,Employed
2309,2024,Employed
2310,2024,Unemployed
2311,2024,Employed
2312,2024,Employed
2313,2024,Unemployed
2314,2024,Employed
2315,2024,Employed
2316,2024,Employed
2317,2024,Not in labor force
2318,2024,Unemployed
2319,2024,Not in labor force
2320,2024,Unemployed
2321,2024,Unemployed
2322,2024,Employed
2323,2024,Unemployed
2324,2024,Not in labor force
2325,2024,Not in labor force
2326,2024,Employed
2327,2024,Not in labor force
2328,2024,Unemployed
2329,2024,Unemployed
2330,2024,Employed
2331,2024,Not in labor force
2332,2024,Employed
2333,2024,Employed
2334,2024,Employed
2335,2024,Not in labor force
2336,2024,Unemployed
2337,2024,Employed
2338,2024,Employed
2339,2024,Not in labor force
2340,2024,Not in labor force
2341,2024,Unemployed
2342,2024,Unemployed
2343,2024,Not in labor force
2344,2024,Employed
2345,2024,Unemployed
2346,2024,Employed
2347,2024,Employed
2348,2024,Unemployed
2349,2024,Employed
2350,2024,Employed
2351,2024,Employed
2352,2024,Not in labor force
2353,2024,Employed
2354,2024,Unemployed
2355,2024,Employed
2356,2024,Employed
2357,2024,Employed
2358,2024,Employed
2359,2024,Employed
2360,2024,Employed
2361,2024,Not in labor force
2362,2024,Employed
2363,2024,Employed
2364,2024,Unemployed
2365,2024,Unemployed
2366,2024,Employed
2367,2024,Employed
2368,2024,Not in labor force
2369,2024,Unemployed
2370,2024,Employed
2371,2024,Employed
2372,2024,Employed
2373,2024,Not in labor force
2374,2024,Not in labor force
2375,2024,Unemployed
2376,2024,Not in labor force
2377,2024,Employed
2378,2024,Not in labor force
2379,2024,Unemployed
2380,2024,Employed
2381,2024,Employed
2382,2024,Employed
2383,2024,Employed
2384,2024,Unemployed
2385,2024,Not in labor force
2386,2024,Not in labor force
2387,2024,Employed
2388,2024,Employed
2389,2024,Not in labor force
2390,2024,Employed
2391,2024,Unemployed
2392,2024,Unemployed
2393,2024,Employed
2394,2024,Employed
2395,2024,Employed
2396,2024,Unemployed
2397,2024,Not in labor force
2398,2024,Employed
2399,2024,Unemployed
2400,2024,Employed
2401,2024,Employed
2402,2024,Employed
2403,2024,Not in labor force
2404,2024,Not in labor force
2405,2024,Employed
2406,2024,Employed
2407,2024,Not in labor force
2408,2024,Employed
2409,2024,Not in labor force
2410,2024,Not in labor force
2411,2024,Employed
2412,2024,Unemployed
2413,2024,Employed
2414,2024,Employed
2415,2024,Employed
2416,2024,Employed
2417,2024,Employed
2418,2024,Employed
2419,2024,Not in labor force
2420,2024,Not in labor force
2421,2024,Unemployed
2422,2024,Employed
2423,2024,Employed
2424,2024,Employed
2425,2024,Employed
2426,2024,Not in labor force
2427,2024,Unemployed
2428,2024,Not in labor force
2429,2024,Employed
2430,2024,Employed
2431,2024,Employed
2432,2024,Employed
2433,2024,Employed
2434,2024,Employed
2435,2024,Employed
2436,2024,Employed
2437,2024,Employed
2438,2024,Employed
2439,2024,Employed
2440,2024,Employed
2441,2024,Not in labor force
2442,2024,Not in labor force
2443,2024,Employed
2444,2024,Employed
2445,2024,Not in labor force
2446,2024,Not in labor force
2447,2024,Employed
2448,2024,Employed
2449,2024,Unemployed
2450,2024,Unemployed
2451,2024,Not in labor force
2452,2024,Employed
2453,2024,Employed
2454,2024,Employed
2455,2024,Employed
2456,2024,Employed
2457,2024,Unemployed
2458,2024,Employed
2459,2024,Employed
2460,2024,Not in labor force
2461,2024,Not in labor force
2462,2024,Employed
2463,2024,Unemployed
2464,2024,Employed
2465,2024,Not in labor force
2466,2024,Employed
2467,2024,Not in labor force
2468,2024,Employed
2469,2024,Unemployed
2470,2024,Not in labor force
2471,2024,Not in labor force
2472,2024,Employed
2473,2024,Not in labor force
2474,2024,Unemployed
2475,2024,Employed
2476,2024,Employed
2477,2024,Employed
2478,2024,Not in labor force
2479,2024,Employed
2480,2024,Employed
2481,2024,Unemployed
2482,2024,Unemployed
2483,2024,Unemployed
2484,2024,Unemployed
2485,2024,Not in labor force
2486,2024,Employed
2487,2024,Employed
2488,2024,Employed
2489,2024,Employed
2490,2024,Employed
2491,2024,Employed
2492,2024,Unemployed
2493,2024,Unemployed
2494,2024,Not in labor force
2495,2024,Unemployed
2496,2024,Unemployed
2497,2024,Employed
2498,2024,Employed
2499,2024,Unemployed
2500,2024,Employed
